The data.txt and guide.txt are CORRECT. 
All planes of the figure were successfully generated. 
The figure were rotated to anpha = beta = 0. 
All segments belong the Figure were identified SUCCESSFULLY. 
All segments belong the Figure were identified SUCCESSFULLY. 
Position      Area(m2)          Volume(m3)
   -15      -1448        0.155957             0.000078 
   -14      -1447        0.761756             0.000537 
   -13      -1446        1.824279             0.001830 
   -12      -1445        3.343526             0.004414 
   -11      -1444        5.319497             0.008745 
   -10      -1443        7.752193             0.015281 
    -9      -1442       10.641613             0.024478 
    -8      -1441       13.987756             0.036793 
    -7      -1440       17.790624             0.052682 
    -6      -1439       22.050216             0.072602 
    -5      -1438       26.766532             0.097011 
    -4      -1437       31.939573             0.126364 
    -3      -1436       37.507985             0.161088 
    -2      -1435       43.128687             0.201406 
    -1      -1434       48.748476             0.247344 
     0      -1433       54.367149             0.298902 
     1      -1432       59.745050             0.355958 
     2      -1431       64.669182             0.418165 
     3      -1430       69.139545             0.485070 
     4      -1429       73.156140             0.556218 
     5      -1428       76.718965             0.631155 
     6      -1427       79.828021             0.709429 
     7      -1426       82.483308             0.790584 
     8      -1425       84.684826             0.874168 
     9      -1424       86.432575             0.959727 
    10      -1423       87.726555             1.046807 
    11      -1422       88.566765             1.134953 
    12      -1421       88.953207             1.223713 
    13      -1420       88.983278             1.312682 
    14      -1419       88.986376             1.401666 
    15      -1418       88.989474             1.490654 
    16      -1417       88.992571             1.579645 
    17      -1416       88.995669             1.668639 
    18      -1415       88.998767             1.757637 
    19      -1414       89.001864             1.846637 
    20      -1413       89.004962             1.935640 
    21      -1412       89.008060             2.024647 
    22      -1411       89.011157             2.113657 
    23      -1410       89.014255             2.202669 
    24      -1409       89.017353             2.291685 
    25      -1408       89.020450             2.380704 
    26      -1407       89.023548             2.469726 
    27      -1406       89.026646             2.558751 
    28      -1405       89.029743             2.647779 
    29      -1404       89.032841             2.736811 
    30      -1403       89.035939             2.825845 
    31      -1402       89.039036             2.914882 
    32      -1401       89.042134             3.003923 
    33      -1400       89.045232             3.092967 
    34      -1399       89.048329             3.182013 
    35      -1398       89.051427             3.271063 
    36      -1397       89.054525             3.360116 
    37      -1396       89.057623             3.449172 
    38      -1395       89.060720             3.538232 
    39      -1394       89.063818             3.627294 
    40      -1393       89.066916             3.716359 
    41      -1392       89.070013             3.805428 
    42      -1391       89.073111             3.894499 
    43      -1390       89.076209             3.983574 
    44      -1389       89.079306             4.072652 
    45      -1388       89.082404             4.161733 
    46      -1387       89.085502             4.250816 
    47      -1386       89.088599             4.339904 
    48      -1385       89.091697             4.428994 
    49      -1384       89.094795             4.518087 
    50      -1383       89.097892             4.607183 
    51      -1382       89.100990             4.696283 
    52      -1381       89.104088             4.785385 
    53      -1380       89.107185             4.874491 
    54      -1379       89.110283             4.963600 
    55      -1378       89.113381             5.052711 
    56      -1377       89.116478             5.141826 
    57      -1376       89.119576             5.230944 
    58      -1375       89.122674             5.320066 
    59      -1374       89.125771             5.409190 
    60      -1373       89.128869             5.498317 
    61      -1372       89.131967             5.587447 
    62      -1371       89.135065             5.676581 
    63      -1370       89.138162             5.765718 
    64      -1369       89.141260             5.854857 
    65      -1368       89.144358             5.944000 
    66      -1367       89.147455             6.033146 
    67      -1366       89.150553             6.122295 
    68      -1365       89.153651             6.211447 
    69      -1364       89.156748             6.300602 
    70      -1363       89.159846             6.389761 
    71      -1362       89.162944             6.478922 
    72      -1361       89.166041             6.568087 
    73      -1360       89.169139             6.657254 
    74      -1359       89.172237             6.746425 
    75      -1358       89.175334             6.835599 
    76      -1357       89.178432             6.924775 
    77      -1356       89.181530             7.013955 
    78      -1355       89.184628             7.103139 
    79      -1354       89.187725             7.192325 
    80      -1353       89.190823             7.281514 
    81      -1352       89.193921             7.370706 
    82      -1351       89.197018             7.459902 
    83      -1350       89.200116             7.549100 
    84      -1349       89.203214             7.638302 
    85      -1348       89.206311             7.727507 
    86      -1347       89.209409             7.816715 
    87      -1346       89.212507             7.905926 
    88      -1345       89.215604             7.995140 
    89      -1344       89.218702             8.084357 
    90      -1343       89.221800             8.173577 
    91      -1342       89.224897             8.262800 
    92      -1341       89.227995             8.352027 
    93      -1340       89.231093             8.441256 
    94      -1339       89.234191             8.530489 
    95      -1338       89.237288             8.619725 
    96      -1337       89.240386             8.708964 
    97      -1336       89.243484             8.798206 
    98      -1335       89.246581             8.887451 
    99      -1334       89.249679             8.976699 
   100      -1333       89.252777             9.065950 
   101      -1332       89.255874             9.155204 
   102      -1331       89.258972             9.244462 
   103      -1330       89.262070             9.333722 
   104      -1329       89.265168             9.422986 
   105      -1328       89.268265             9.512253 
   106      -1327       89.271363             9.601522 
   107      -1326       89.274461             9.690795 
   108      -1325       89.277558             9.780071 
   109      -1324       89.280656             9.869350 
   110      -1323       89.283754             9.958633 
   111      -1322       89.286851            10.047918 
   112      -1321       89.289949            10.137206 
   113      -1320       89.293047            10.226498 
   114      -1319       89.296144            10.315792 
   115      -1318       89.299242            10.405090 
   116      -1317       89.302340            10.494391 
   117      -1316       89.305438            10.583695 
   118      -1315       89.308535            10.673002 
   119      -1314       89.311633            10.762312 
   120      -1313       89.314731            10.851625 
   121      -1312       89.317828            10.940941 
   122      -1311       89.320926            11.030261 
   123      -1310       89.324024            11.119583 
   124      -1309       89.327121            11.208909 
   125      -1308       89.330219            11.298237 
   126      -1307       89.333317            11.387569 
   127      -1306       89.336415            11.476904 
   128      -1305       89.339512            11.566242 
   129      -1304       89.342610            11.655583 
   130      -1303       89.345708            11.744927 
   131      -1302       89.348805            11.834274 
   132      -1301       89.351903            11.923625 
   133      -1300       89.355001            12.012978 
   134      -1299       89.358099            12.102335 
   135      -1298       89.361196            12.191695 
   136      -1297       89.364294            12.281057 
   137      -1296       89.367392            12.370423 
   138      -1295       89.370489            12.459792 
   139      -1294       89.373587            12.549164 
   140      -1293       89.376685            12.638539 
   141      -1292       89.379782            12.727917 
   142      -1291       89.382880            12.817299 
   143      -1290       89.385978            12.906683 
   144      -1289       89.389076            12.996071 
   145      -1288       89.392173            13.085461 
   146      -1287       89.395271            13.174855 
   147      -1286       89.398369            13.264252 
   148      -1285       89.401466            13.353652 
   149      -1284       89.404564            13.443055 
   150      -1283       89.407662            13.532461 
   151      -1282       89.410760            13.621870 
   152      -1281       89.413857            13.711282 
   153      -1280       89.416955            13.800698 
   154      -1279       89.420053            13.890116 
   155      -1278       89.423150            13.979538 
   156      -1277       89.426248            14.068963 
   157      -1276       89.429346            14.158390 
   158      -1275       89.432444            14.247821 
   159      -1274       89.435541            14.337255 
   160      -1273       89.438639            14.426692 
   161      -1272       89.441737            14.516133 
   162      -1271       89.444834            14.605576 
   163      -1270       89.447932            14.695022 
   164      -1269       89.451030            14.784472 
   165      -1268       89.454127            14.873924 
   166      -1267       89.457225            14.963380 
   167      -1266       89.460323            15.052839 
   168      -1265       89.463421            15.142301 
   169      -1264       89.466518            15.231766 
   170      -1263       89.469616            15.321234 
   171      -1262       89.472714            15.410705 
   172      -1261       89.475812            15.500179 
   173      -1260       89.478909            15.589657 
   174      -1259       89.482007            15.679137 
   175      -1258       89.485105            15.768621 
   176      -1257       89.488202            15.858107 
   177      -1256       89.491300            15.947597 
   178      -1255       89.494398            16.037090 
   179      -1254       89.497496            16.126586 
   180      -1253       89.500593            16.216085 
   181      -1252       89.503691            16.305587 
   182      -1251       89.506789            16.395092 
   183      -1250       89.509886            16.484600 
   184      -1249       89.512984            16.574112 
   185      -1248       89.516082            16.663626 
   186      -1247       89.519180            16.753144 
   187      -1246       89.522277            16.842665 
   188      -1245       89.525375            16.932189 
   189      -1244       89.528473            17.021716 
   190      -1243       89.531570            17.111246 
   191      -1242       89.534668            17.200779 
   192      -1241       89.537766            17.290315 
   193      -1240       89.540864            17.379854 
   194      -1239       89.543961            17.469397 
   195      -1238       89.547059            17.558942 
   196      -1237       89.550157            17.648491 
   197      -1236       89.553254            17.738042 
   198      -1235       89.556352            17.827597 
   199      -1234       89.559450            17.917155 
   200      -1233       89.562548            18.006716 
   201      -1232       89.565645            18.096280 
   202      -1231       89.568743            18.185847 
   203      -1230       89.571841            18.275418 
   204      -1229       89.574939            18.364991 
   205      -1228       89.578036            18.454568 
   206      -1227       89.581134            18.544147 
   207      -1226       89.584232            18.633730 
   208      -1225       89.587329            18.723316 
   209      -1224       89.590427            18.812905 
   210      -1223       89.593525            18.902497 
   211      -1222       89.596623            18.992092 
   212      -1221       89.599720            19.081690 
   213      -1220       89.602818            19.171291 
   214      -1219       89.605916            19.260895 
   215      -1218       89.609014            19.350503 
   216      -1217       89.612111            19.440113 
   217      -1216       89.615209            19.529727 
   218      -1215       89.618307            19.619344 
   219      -1214       89.621404            19.708964 
   220      -1213       89.624502            19.798587 
   221      -1212       89.627600            19.888213 
   222      -1211       89.630698            19.977842 
   223      -1210       89.633795            20.067474 
   224      -1209       89.636893            20.157109 
   225      -1208       89.639991            20.246748 
   226      -1207       89.643089            20.336389 
   227      -1206       89.646186            20.426034 
   228      -1205       89.649284            20.515682 
   229      -1204       89.652382            20.605333 
   230      -1203       89.655480            20.694987 
   231      -1202       89.658577            20.784644 
   232      -1201       89.661675            20.874304 
   233      -1200       89.664773            20.963967 
   234      -1199       89.667870            21.053633 
   235      -1198       89.670968            21.143303 
   236      -1197       89.674066            21.232975 
   237      -1196       89.677164            21.322651 
   238      -1195       89.680261            21.412330 
   239      -1194       89.683359            21.502011 
   240      -1193       89.686457            21.591696 
   241      -1192       89.689555            21.681384 
   242      -1191       89.692652            21.771075 
   243      -1190       89.695750            21.860770 
   244      -1189       89.698848            21.950467 
   245      -1188       89.701946            22.040167 
   246      -1187       89.705043            22.129871 
   247      -1186       89.708141            22.219577 
   248      -1185       89.711239            22.309287 
   249      -1184       89.714336            22.399000 
   250      -1183       89.717434            22.488716 
   251      -1182       89.720532            22.578435 
   252      -1181       89.723630            22.668157 
   253      -1180       89.726727            22.757882 
   254      -1179       89.729825            22.847610 
   255      -1178       89.732923            22.937342 
   256      -1177       89.736021            23.027076 
   257      -1176       89.739118            23.116814 
   258      -1175       89.742216            23.206554 
   259      -1174       89.745314            23.296298 
   260      -1173       89.748412            23.386045 
   261      -1172       89.751509            23.475795 
   262      -1171       89.754607            23.565548 
   263      -1170       89.757705            23.655304 
   264      -1169       89.760803            23.745063 
   265      -1168       89.763900            23.834826 
   266      -1167       89.766998            23.924591 
   267      -1166       89.770096            24.014360 
   268      -1165       89.773194            24.104131 
   269      -1164       89.776291            24.193906 
   270      -1163       89.779389            24.283684 
   271      -1162       89.782487            24.373465 
   272      -1161       89.785585            24.463249 
   273      -1160       89.788682            24.553036 
   274      -1159       89.791780            24.642826 
   275      -1158       89.794878            24.732620 
   276      -1157       89.797976            24.822416 
   277      -1156       89.801073            24.912216 
   278      -1155       89.804171            25.002018 
   279      -1154       89.807269            25.091824 
   280      -1153       89.810367            25.181633 
   281      -1152       89.813464            25.271445 
   282      -1151       89.816562            25.361260 
   283      -1150       89.819660            25.451078 
   284      -1149       89.822757            25.540899 
   285      -1148       89.825855            25.630723 
   286      -1147       89.828953            25.720551 
   287      -1146       89.832051            25.810381 
   288      -1145       89.835148            25.900215 
   289      -1144       89.838246            25.990051 
   290      -1143       89.841344            26.079891 
   291      -1142       89.844442            26.169734 
   292      -1141       89.847539            26.259580 
   293      -1140       89.850637            26.349429 
   294      -1139       89.853735            26.439281 
   295      -1138       89.856833            26.529137 
   296      -1137       89.859931            26.618995 
   297      -1136       89.863028            26.708857 
   298      -1135       89.866126            26.798721 
   299      -1134       89.869224            26.888589 
   300      -1133       89.872322            26.978460 
   301      -1132       89.875419            27.068333 
   302      -1131       89.878517            27.158210 
   303      -1130       89.881615            27.248091 
   304      -1129       89.884713            27.337974 
   305      -1128       89.887810            27.427860 
   306      -1127       89.890908            27.517749 
   307      -1126       89.894006            27.607642 
   308      -1125       89.897104            27.697537 
   309      -1124       89.900201            27.787436 
   310      -1123       89.903299            27.877338 
   311      -1122       89.906397            27.967243 
   312      -1121       89.909495            28.057151 
   313      -1120       89.912592            28.147062 
   314      -1119       89.915690            28.236976 
   315      -1118       89.918788            28.326893 
   316      -1117       89.921886            28.416813 
   317      -1116       89.924983            28.506737 
   318      -1115       89.928081            28.596663 
   319      -1114       89.931179            28.686593 
   320      -1113       89.934277            28.776526 
   321      -1112       89.937374            28.866461 
   322      -1111       89.940472            28.956400 
   323      -1110       89.943570            29.046342 
   324      -1109       89.946668            29.136287 
   325      -1108       89.949765            29.226236 
   326      -1107       89.952863            29.316187 
   327      -1106       89.955961            29.406141 
   328      -1105       89.959059            29.496099 
   329      -1104       89.962156            29.586060 
   330      -1103       89.965254            29.676023 
   331      -1102       89.968352            29.765990 
   332      -1101       89.971450            29.855960 
   333      -1100       89.974548            29.945933 
   334      -1099       89.977645            30.035909 
   335      -1098       89.980743            30.125888 
   336      -1097       89.983841            30.215871 
   337      -1096       89.986939            30.305856 
   338      -1095       89.990036            30.395844 
   339      -1094       89.993134            30.485836 
   340      -1093       89.996232            30.575831 
   341      -1092       89.999330            30.665828 
   342      -1091       90.002427            30.755829 
   343      -1090       90.005525            30.845833 
   344      -1089       90.008623            30.935840 
   345      -1088       90.011721            31.025851 
   346      -1087       90.014818            31.115864 
   347      -1086       90.017916            31.205880 
   348      -1085       90.021014            31.295900 
   349      -1084       90.024112            31.385922 
   350      -1083       90.027210            31.475948 
   351      -1082       90.030307            31.565977 
   352      -1081       90.033405            31.656008 
   353      -1080       90.036503            31.746043 
   354      -1079       90.039601            31.836081 
   355      -1078       90.042698            31.926123 
   356      -1077       90.045796            32.016167 
   357      -1076       90.048894            32.106214 
   358      -1075       90.051992            32.196265 
   359      -1074       90.055089            32.286318 
   360      -1073       90.058187            32.376375 
   361      -1072       90.061285            32.466435 
   362      -1071       90.064383            32.556497 
   363      -1070       90.067481            32.646563 
   364      -1069       90.070578            32.736632 
   365      -1068       90.073676            32.826705 
   366      -1067       90.076774            32.916780 
   367      -1066       90.079872            33.006858 
   368      -1065       90.082969            33.096939 
   369      -1064       90.086067            33.187024 
   370      -1063       90.089165            33.277112 
   371      -1062       90.092263            33.367202 
   372      -1061       90.095360            33.457296 
   373      -1060       90.098458            33.547393 
   374      -1059       90.101556            33.637493 
   375      -1058       90.104654            33.727596 
