Point Id	Easting	Northing	Elevation	Code	
DEFAULT18					
1	-0.0001	6.6554	1.3992		
2	0.5251	0.7162	0.0060		
3	0.5499	0.7137	0.0024		
4					
5	0.5436	0.7015	0.0005		
6	0.5007	0.6465	9.0738		
7	0.3450	0.8017	9.0700		
8	0.6020	0.7619	9.0729		
9	-2.8278	7.3698	3.5750		
10	-2.8305	7.3747	4.8382		
11	-3.0880	7.3687	5.1442		
12	-2.8641	7.3753	5.9817		
13	-3.0671	7.3725	6.7231		
14	-2.7996	7.3730	7.5063		
15	-2.8952	7.3731	7.5330		
16	-1.4578	7.3848	0.2035		
17	-1.4576	7.3825	1.9933		
18	-1.4576	7.3818	4.6258		
19	-1.4543	7.3654	6.7853		
20	-1.0854	7.3688	8.9532		
21	-0.9548	7.3803	8.9466		
22	-0.9540	7.3748	6.7783		
23	-0.9543	7.3771	3.8003		
24	-0.9540	7.3778	2.0084		
25	-0.9542	7.3794	0.2828		
26	0.4271	7.3699	0.2931		
27	0.4266	7.3624	2.7934		
28	0.4259	7.3534	5.2161		
29	0.4199	7.2462	7.2715		
30	0.4259	7.3584	8.9960		
31	0.9598	7.3484	8.9804		
32	0.9606	7.3528	6.5359		
33	0.9607	7.3554	4.1599		
34	0.9611	7.3570	2.7520		
35	0.9614	7.3590	1.3492		
36	2.2655	7.3381	1.4796		
37	2.2667	7.3418	4.0526		
38	2.2721	7.3423	6.2938		
39	2.2711	7.3395	7.7990		
40	2.2814	7.3379	8.9760		
41	2.8124	7.3247	8.9228		
42	2.8247	7.3568	6.9281		
43	2.8153	7.3322	5.0922		
44	2.8152	7.3320	3.2543		
45	2.8158	7.3332	1.8784		
46	-2.2311	6.6729	0.8766		
47	-2.4968	6.6585	2.0088		
48	-2.4799	6.6618	3.6191		
49	-2.4806	6.6637	5.3450		
50	-2.4465	6.6532	7.0228		
51	-1.9111	6.6757	0.3671		
52	-1.9099	6.6716	2.5674		
53	-1.9089	6.6682	4.2052		
54	-1.9074	6.6631	5.9418		
55	-1.9044	6.6516	7.1619		
56	-0.5628	6.6597	0.2742		
57	-0.5626	6.6583	2.5414		
58	-0.5621	6.6521	4.8047		
59	-0.5629	6.6608	6.6699		
60	-0.5643	6.6749	8.8511		
61	0.0049	6.6793	8.7870		
62	0.0047	6.6517	6.3872		
63	0.0049	6.6510	4.3778		
64	0.0046	6.6559	2.3656		
65	0.0048	6.6606	0.3360		
66	1.3677	6.6372	0.7054		
67	1.3682	6.6397	2.8701		
68	1.3677	6.6371	4.9393		
69	1.3670	6.6335	7.3117		
70	1.3660	6.6313	8.8492		
71	1.9559	7.0244	8.5861		
72	1.8481	6.6370	7.0715		
73	1.8283	6.6335	5.0655		
74	1.8852	6.6331	2.8843		
75	1.8733	6.6326	0.7434		
76	3.1980	6.6191	0.7406		
77	3.1947	6.6119	2.9516		
78	3.1946	6.6116	5.1559		
79	3.1945	6.6117	6.8528		
80	3.1903	6.6036	8.8117		
81	3.7261	6.6128	8.8156		
82	3.7257	6.6119	6.9134		
83	3.7253	6.6115	4.3147		
84	3.7235	6.6082	2.3300		
85	3.7235	6.6077	0.7072		
86	3.7952	6.5587	0.7059		
87	3.7971	6.5621	2.3415		
88	3.7936	6.5560	5.1315		
89	3.7917	6.5528	7.2229		
90	3.8048	6.5588	8.9531		
