Point Id	Easting	Northing	Elevation	Code	
DEFAULT14					
1	-0.0001	6.0140	1.4117		
2	1.1914	-0.5945	-0.0049		
3	1.1913	-0.6031	-0.0048		
4	1.3389	-0.6015	-0.0058		
5	1.0077	-0.3716	9.0529		
6	1.2773	-0.4310	9.0504		
7	1.1623	-0.5306	9.0515		
8	-3.6411	5.9633	0.1574		
9	-3.7877	5.9586	0.7963		
10	-3.7862	5.9560	1.8600		
11	-3.7829	5.9504	2.7469		
12	-3.7837	5.9518	3.9152		
13	-3.7834	5.9510	4.8538		
14	-3.7831	5.9505	6.2055		
15	-3.6940	5.9302	7.3154		
16	-3.3884	5.9345	7.3804		
17	-3.4008	5.9563	6.2389		
18	-3.4024	5.9596	4.7798		
19	-3.4045	5.9625	3.4236		
20	-3.4065	5.9662	2.0447		
21	-3.4054	5.9642	1.0375		
22	-3.4051	5.9642	0.2475		
23	-1.8165	5.9911	0.1771		
24	-1.8175	5.9933	1.1396		
25	-1.8178	5.9944	2.2857		
26	-1.8178	5.9943	3.5292		
27	-1.8172	5.9922	4.9250		
28	-1.8150	5.9848	6.0955		
29	-1.8373	5.9767	6.7831		
30	-1.5362	5.9814	7.8239		
31	-1.5353	5.9780	8.8623		
32	-1.3874	5.9901	8.8339		
33	-1.3877	5.9910	7.8077		
34	-1.3869	5.9884	6.2750		
35	-1.3887	5.9962	4.7750		
36	-1.3893	5.9989	3.4389		
37	-1.3894	5.9996	2.0666		
38	-1.3894	5.9999	0.9738		
39	-1.3891	5.9988	0.1922		
40	-0.0444	6.0140	0.2216		
41	-0.0446	6.0147	1.3083		
42	-0.0329	6.0174	2.4692		
43	-0.0330	6.0216	3.7608		
44	-0.0330	6.0235	5.1189		
45	-0.0330	6.0190	6.6643		
46	-0.0330	6.0127	7.8953		
47	-0.0330	6.0024	8.9501		
48	0.4648	6.0156	8.9332		
49	0.4652	6.0192	7.7703		
50	0.4652	6.0182	6.2631		
51	0.4657	6.0236	4.8653		
52	0.4657	6.0244	3.3123		
53	0.4656	6.0238	2.0444		
54	0.4866	6.0264	1.3603		
55	1.8410	6.0525	0.8289		
56	2.3728	6.0516	1.8892		
57	2.3727	6.0512	3.5184		
58	2.3714	6.0483	5.4365		
59	2.3729	6.0513	7.2047		
60	2.3751	6.0585	8.8834		
61	2.0819	6.0506	8.7566		
62	2.0800	6.0446	6.9453		
63	2.0814	6.0485	5.1664		
64	2.0819	6.0505	3.8339		
65	2.0825	6.0516	2.2695		
66	-2.8749	5.2682	0.2157		
67	-2.8738	5.2662	2.0920		
68	-2.8716	5.2618	3.9281		
69	-2.8677	5.2547	5.6653		
70	-2.8563	5.2339	7.1631		
71	-2.2905	5.2460	7.1452		
72	-2.3008	5.2695	5.3161		
73	-2.3026	5.2733	3.5452		
74	-2.3037	5.2762	1.8246		
75	-2.3044	5.2779	0.2278		
76	-0.9639	5.2870	0.2482		
77	-0.9646	5.2901	1.7632		
78	-0.9648	5.2917	3.9211		
79	-0.9644	5.2893	5.8813		
80	-0.9642	5.2877	7.4712		
81	-0.9640	5.2885	8.8456		
82	-0.4511	5.2809	8.7394		
83	-0.4524	5.2969	6.1072		
84	-0.4530	5.3052	4.1686		
85	-0.4525	5.3000	2.1485		
86	-0.4519	5.2940	0.2931		
87	0.9811	5.3242	0.7396		
88	0.9990	5.3215	2.6041		
89	0.9986	5.3203	4.4798		
90	1.0267	5.3134	6.7172		
91	1.0274	5.3161	8.8048		
92	1.3438	5.3235	8.9070		
93	1.3433	5.3205	6.5591		
94	1.3450	5.3268	4.6021		
95	1.3448	5.3261	3.0000		
96	1.3461	5.3310	0.8835		
97	2.8187	5.3395	1.9145		
98	2.8187	5.3394	3.4033		
99	2.8212	5.3444	5.0582		
100	2.8230	5.3478	6.7586		
101	2.8263	5.3540	8.7847		
102	3.2375	5.3651	8.8671		
103	3.2346	5.3606	6.7436		
104	3.2318	5.3559	4.9401		
105	3.2288	5.3510	3.0413		
106	3.2271	5.3478	1.9753		
107	3.3670	5.2366	1.9372		
108	3.3670	5.2367	3.3908		
109	3.3707	5.2426	5.2215		
110	3.3684	5.2394	6.9158		
111	3.3676	5.2379	8.7834		
112	3.3701	4.9275	8.8733		
113	3.3712	4.9288	7.3552		
114	3.3702	4.9279	5.6689		
115	3.4111	4.9873	4.1001		
116	3.3719	4.9299	2.8108		
117	3.3717	4.9295	1.9747		
118	3.7203	4.6858	2.0520		
119	3.7228	4.6851	2.9240		
120	3.7146	4.6748	4.3163		
121	3.7117	4.6779	6.0449		
122	3.7206	4.6831	7.6135		
123	3.7330	4.6827	8.9277		
124	3.7232	4.6745	8.0561		
125	3.7121	4.6759	6.1713		
126	3.7151	4.6740	4.4301		
127	3.7231	4.6839	2.5451		
128	3.7470	2.7462	2.0695		
129	3.7450	2.7450	3.8041		
130	3.7426	2.7431	5.7470		
131	3.7556	2.7370	7.3127		
132	3.7602	2.7399	8.8356		
133	3.7651	2.4057	8.7838		
134	3.7639	2.4048	7.2437		
135	3.7615	2.4032	5.5771		
136	3.7571	2.4002	3.6634		
137	3.7570	2.4002	1.9583		
138	3.7923	0.8221	1.9836		
139	3.7943	0.8226	3.3662		
140	3.7937	0.8225	5.3329		
141	3.7978	0.8234	7.1423		
142	3.7888	0.8212	8.9011		
143	3.8038	0.4006	8.7957		
144	3.8110	0.4014	6.9087		
145	3.8090	0.4011	5.2023		
146	3.8046	0.4005	3.4000		
147	3.7986	0.3999	1.9586		
148	3.8285	-1.0766	1.9721		
149	3.8318	-1.0777	3.5897		
150	3.8392	-1.0796	5.6155		
151	3.8370	-1.0790	7.2364		
152	3.8330	-1.0778	8.8131		
153	3.8430	-1.4865	8.7978		
154	3.8466	-1.4881	7.0665		
155	3.8471	-1.4883	4.9035		
156	3.8402	-1.4865	3.2809		
157	3.8374	-1.4848	1.9761		
158	3.8674	-3.3528	1.9973		
159	3.8730	-3.3144	3.5562		
160	3.8729	-3.3143	4.9786		
161	3.8747	-3.3159	6.5784		
162	3.8707	-3.3128	8.8046		
163	3.8727	-3.4379	8.8830		
164	3.8739	-3.4389	7.3008		
165	3.8797	-3.4444	5.7625		
166	3.8773	-3.4420	4.0400		
167	3.8712	-3.4370	2.4874		
168	3.8699	-3.4356	2.0163		
169	3.5778	-7.2149	2.0345		
170	3.5792	-7.2177	2.9814		
171	3.5811	-7.2268	4.4665		
172	3.5823	-7.2396	6.4905		
173	3.5938	-7.2317	8.0663		
174	3.5874	-7.2188	8.9642		
175	3.0318	3.7299	2.0158		
176	3.0271	3.7243	3.6212		
177	3.0195	3.7151	5.8415		
178	3.0305	3.7284	7.2966		
179	3.0376	3.7372	8.8592		
180	3.0415	3.1429	8.8644		
181	3.0344	3.1355	6.8019		
182	3.0366	3.1378	4.7491		
183	3.0385	3.1395	3.1500		
184	3.0441	3.1453	1.9108		
185	3.0605	1.8081	1.8524		
186	3.0656	1.8111	3.7075		
187	3.0654	1.8111	5.3185		
188	3.0690	1.8132	7.1145		
189	3.0666	1.8117	8.6815		
190	3.0708	1.3035	8.6531		
191	3.0768	1.3061	7.2437		
192	3.0788	1.3068	5.3584		
193	3.0819	1.3081	3.5134		
194	3.0777	1.3062	1.9102		
195	3.1007	-0.1724	1.8712		
196	3.1078	-0.1728	3.3304		
197	3.0528	-0.1698	5.0813		
198	3.1073	-0.1727	6.9513		
199	3.1058	-0.1725	8.7062		
200	3.1102	-0.6142	8.8447		
201	3.1174	-0.6156	6.6903		
202	3.1176	-0.6156	4.6850		
203	3.1143	-0.6151	3.1730		
204	3.1112	-0.6145	1.8855		
205	3.1376	-2.0449	1.9623		
206	3.1150	-2.0303	3.7551		
207	3.1435	-2.0489	5.6737		
208	3.1460	-2.0506	7.2668		
209	3.1456	-2.0501	8.8061		
210	3.1578	-2.5347	8.8656		
211	3.1761	-2.5496	6.6144		
212	3.1510	-2.5295	5.3143		
213	3.1483	-2.5276	3.5366		
214	3.1452	-2.5251	2.0735		
215	3.1651	-3.9537	1.9372		
216	3.1709	-3.9611	3.6254		
217	3.1729	-3.9637	5.5175		
218	3.1762	-3.9676	7.0958		
219	3.1697	-3.9602	8.8048		
220	3.1778	-4.4333	8.9153		
221	3.1922	-4.4538	6.8342		
222	3.1801	-4.4370	5.3562		
223	3.1722	-4.4261	3.5201		
224	3.1723	-4.4264	1.8182		
225	3.1982	-5.8591	1.9013		
226	3.2002	-5.8619	3.4394		
227	3.2029	-5.8670	5.0454		
228	3.1983	-5.8586	6.9470		
229	3.1942	-5.8512	8.7731		
230	3.2053	-6.3065	8.8335		
231	3.2058	-6.3070	7.0359		
232	3.2049	-6.3047	5.3559		
233	3.2087	-6.3123	2.9949		
234	3.2078	-6.3108	1.8333		
235	3.4920	-7.2230	1.8784		
236	3.4954	-7.2304	3.7785		
237	3.5001	-7.2401	5.9072		
238	3.4929	-7.2256	7.8889		
239	3.4897	-7.2184	8.8186		
240	3.1173	-7.2210	8.8663		
241					
242	3.1236	-7.2355	7.0784		
243	3.1257	-7.2400	5.2946		
244	3.1225	-7.2332	3.7681		
245	3.1195	-7.2262	1.9749		
246	1.6113	-7.2583	1.7173		
247	1.6123	-7.2637	3.8411		
248	1.6138	-7.2704	5.9089		
249	1.6104	-7.2543	7.6929		
250	1.6071	-7.2438	8.8011		
251	1.1963	-7.2563	8.7346		
252	1.1994	-7.2753	6.6972		
253	1.1995	-7.2790	4.7882		
254	1.1987	-7.2723	2.6648		
255	1.1978	-7.2673	0.6643		
256	-0.2812	-7.2903	0.2918		
257	-0.2812	-7.2963	2.5092		
258	-0.2814	-7.3026	4.8226		
259	-0.2816	-7.3048	7.1539		
260	-0.2811	-7.2921	8.8709		
261	-0.6689	-7.2970	8.9000		
262	-0.6705	-7.3141	7.0873		
263	-0.6704	-7.3116	5.2956		
264	-0.6697	-7.3050	3.1196		
265	-0.6690	-7.2960	0.4527		
266	-2.2605	-7.3299	0.2982		
267	-2.1982	-7.3266	2.1854		
268	-2.1562	-7.3264	4.2243		
269	-2.1420	-7.3307	6.1342		
270	-2.1621	-7.3302	7.3872		
271	-2.6367	-7.3422	7.5105		
272	-2.5625	-7.3317	6.0907		
273	-2.6584	-7.3349	3.5125		
274	-2.6829	-7.3352	2.2926		
275	-2.6501	-7.3359	0.2478		
276	2.5147	-6.5200	0.3403		
277	2.5174	-6.5266	2.5480		
278	2.5219	-6.5376	5.1428		
279	2.5017	-6.4850	7.1982		
280	2.5131	-6.5149	8.8723		
281	2.1228	-6.5690	8.7870		
282	2.1147	-6.5447	6.3744		
283	2.1134	-6.5407	3.8313		
284	2.1111	-6.5336	1.8773		
285	2.1420	-6.5261	0.5488		
286	0.7480	-6.5639	0.9673		
287	0.7487	-6.5699	2.9868		
288	0.7093	-6.5694	4.8744		
289	0.7098	-6.5732	6.7404		
290	0.7080	-6.5562	8.9566		
291	0.2120	-6.5677	8.8568		
292	0.2123	-6.5809	7.2487		
293	0.2122	-6.5800	4.9849		
294	0.2121	-6.5747	2.1501		
295	0.2117	-6.5697	0.2410		
296	-1.1531	-6.5909	0.2495		
297	-1.1541	-6.5977	2.3098		
298	-1.1485	-6.5654	4.1674		
299	-1.1561	-6.6101	6.2886		
300	-1.1526	-6.5894	8.7515		
301	-1.2875	-6.5955	8.7802		
302	-1.7436	-6.6150	6.9378		
303	-1.7268	-6.6053	4.9279		
304	-1.7273	-6.6076	2.7565		
305	-1.7274	-6.6075	0.2882		
306	-3.0632	-6.6263	0.4417		
307	-3.0384	-6.6256	2.0772		
308	-3.0371	-6.6228	4.1710		
309	-3.0390	-6.6263	5.8664		
310	-3.0417	-6.6326	7.4035		
311	-3.4219	-6.6371	7.4971		
312	-3.4204	-6.6342	5.8359		
313	-3.5404	-6.6350	3.8191		
314	-3.5414	-6.6378	2.0663		
315	-3.5431	-6.6409	0.5098		
316	-3.5266	-6.4495	0.1130		
317	-3.5967	-4.3741	0.1721		
318	-3.6193	-1.6382	0.1029		
319	-3.6688	1.1320	0.1322		
320	-3.7060	3.3892	0.1332		
321	-3.7466	5.7546	0.1436		
322	-3.8720	5.7773	0.6189		
323	-3.8253	2.5959	0.6286		
324	-3.7617	-0.8559	0.6073		
325	-3.7220	-4.1339	0.6722		
326	-3.6639	-6.2200	0.6214		
327	-3.7002	-6.2818	1.0245		
328	-3.6927	-6.2692	2.7060		
329	-3.6877	-6.2607	4.1804		
330	-3.6921	-6.2677	6.2276		
331	-3.6965	-6.2748	6.5629		
332	-3.7406	-4.1644	6.5858		
333	-3.7403	-3.9477	4.8015		
334	-3.7456	-3.9527	3.1568		
335	-3.7457	-3.9533	2.0593		
336	-3.7484	-3.9291	0.9119		
337	-3.8062	-0.5557	1.0363		
338	-3.8048	-0.5555	2.5549		
339	-3.7957	-0.5543	4.0932		
340	-3.7917	-0.5574	5.4175		
341	-3.7824	-0.5562	6.5067		
342	-3.8355	2.5639	6.5687		
343	-3.8399	2.3505	4.9323		
344	-3.8418	2.3516	3.0081		
345	-3.8513	2.3572	1.9309		
346	-3.8587	2.3621	0.8376		
347	-3.9088	5.6100	0.9627		
348	-3.9049	5.6038	2.4396		
349	-3.8992	5.5957	3.8024		
350	-3.8921	5.5854	4.9780		
351	-3.8769	5.5638	6.5619		
352	-3.8469	5.5918	6.8875		
353	-3.7293	5.6176	7.4108		
354	-3.6672	2.8370	7.4493		
355	-3.8163	2.9523	6.8506		
356	-3.6105	0.6097	7.5054		
357	-3.7711	0.6368	6.8570		
358	-3.5834	-1.8025	7.4822		
359	-3.7405	-1.8818	6.8656		
360	-3.5423	-4.3825	7.5071		
361	-3.7097	-4.3323	6.8464		
362	-3.5244	-6.3787	7.4428		
363	-3.6659	-6.4258	6.8629		
364	-1.4095	-6.1562	7.4105		
365	-1.4074	-6.1430	8.6220		
366	-1.4553	-3.2824	7.1701		
367	-1.4440	-3.2579	8.6516		
368	-1.4976	-0.6174	7.1747		
369	-1.4880	-0.6134	8.6886		
370	-1.5384	1.8721	7.1088		
371	-1.5332	1.8656	8.7222		
372	-1.5985	5.2110	7.1055		
373	-1.5800	5.2239	8.7526		
374	-3.5444	5.7512	7.5919		
375	-2.5096	4.4288	7.6054		
376	-3.5186	4.2557	7.5865		
377	-3.3269	1.4372	7.5883		
378	-2.4663	1.0653	7.5956		
379	-3.2960	-1.6810	7.6021		
380	-2.4961	-1.4839	7.6156		
381	-3.4398	-4.0498	7.6135		
382	-2.4200	-4.0720	7.6328		
383	-3.3830	-6.4130	7.6121		
384	-2.3685	-6.4579	7.6474		
385	-2.3737	-7.1906	7.6389		
386	-1.3936	5.6385	9.0536		
387	0.5133	5.7827	9.0562		
388	2.3523	5.8300	9.0583		
