The data.txt and guide.txt are CORRECT. 
All planes of the figure were successfully generated. 
The figure were rotated to anpha = beta = 0. 
All segments belong the Figure were identified SUCCESSFULLY. 
All segments belong the Figure were identified SUCCESSFULLY. 
Position      Area(m2)          Volume(m3)
   -12      -1454        0.055152             0.000028 
   -11      -1453        2.965789             0.001538 
   -10      -1452       10.300559             0.008171 
    -9      -1451       21.901175             0.024272 
    -8      -1450       35.176093             0.052811 
    -7      -1449       49.212502             0.095005 
    -6      -1448       62.146918             0.150685 
    -5      -1447       71.435092             0.217476 
    -4      -1446       76.814415             0.291600 
    -3      -1445       77.962412             0.368989 
    -2      -1444       77.968539             0.446954 
    -1      -1443       77.974662             0.524926 
     0      -1442       77.980782             0.602904 
     1      -1441       77.986898             0.680888 
     2      -1440       77.993010             0.758877 
     3      -1439       77.999119             0.836874 
     4      -1438       78.005224             0.914876 
     5      -1437       78.011325             0.992884 
     6      -1436       78.017422             1.070898 
     7      -1435       78.023516             1.148919 
     8      -1434       78.029606             1.226945 
     9      -1433       78.035693             1.304978 
    10      -1432       78.041775             1.383017 
    11      -1431       78.047854             1.461062 
    12      -1430       78.053930             1.539112 
    13      -1429       78.060002             1.617169 
    14      -1428       78.066070             1.695232 
    15      -1427       78.072134             1.773302 
    16      -1426       78.078195             1.851377 
    17      -1425       78.084252             1.929458 
    18      -1424       78.090305             2.007545 
    19      -1423       78.096355             2.085639 
    20      -1422       78.102401             2.163738 
    21      -1421       78.108443             2.241843 
    22      -1420       78.114482             2.319955 
    23      -1419       78.120516             2.398072 
    24      -1418       78.126548             2.476196 
    25      -1417       78.132575             2.554325 
    26      -1416       78.138599             2.632461 
    27      -1415       78.144619             2.710603 
    28      -1414       78.150636             2.788750 
    29      -1413       78.156649             2.866904 
    30      -1412       78.162658             2.945064 
    31      -1411       78.168663             3.023229 
    32      -1410       78.174665             3.101401 
    33      -1409       78.180663             3.179579 
    34      -1408       78.186658             3.257762 
    35      -1407       78.192649             3.335952 
    36      -1406       78.198636             3.414148 
    37      -1405       78.204619             3.492349 
    38      -1404       78.210599             3.570557 
    39      -1403       78.216575             3.648770 
    40      -1402       78.222547             3.726990 
    41      -1401       78.228516             3.805215 
    42      -1400       78.234481             3.883447 
    43      -1399       78.240442             3.961684 
    44      -1398       78.246400             4.039928 
    45      -1397       78.252354             4.118177 
    46      -1396       78.258304             4.196433 
    47      -1395       78.264251             4.274694 
    48      -1394       78.270194             4.352961 
    49      -1393       78.276133             4.431234 
