The data.txt and guide.txt are CORRECT. 
All planes of the figure were successfully generated. 
The figure were rotated to anpha = beta = 0. 
All segments belong the Figure were identified SUCCESSFULLY. 
All segments belong the Figure were identified SUCCESSFULLY. 
Position      Area(m2)          Volume(m3)
   -21      -1415        0.433039             0.000217 
   -20      -1414        3.306750             0.002086 
   -19      -1413        8.873470             0.008177 
   -18      -1412       16.494853             0.020861 
   -17      -1411       24.407776             0.041312 
   -16      -1410       32.427838             0.069730 
   -15      -1409       40.555038             0.106221 
   -14      -1408       48.789377             0.150893 
   -13      -1407       57.130855             0.203854 
   -12      -1406       65.579472             0.265209 
   -11      -1405       73.993376             0.334995 
   -10      -1404       80.572122             0.412278 
    -9      -1403       84.770009             0.494949 
    -8      -1402       86.587038             0.580627 
    -7      -1401       86.677202             0.667260 
    -6      -1400       86.687625             0.753942 
    -5      -1399       86.698041             0.840635 
    -4      -1398       86.708448             0.927338 
    -3      -1397       86.718846             1.014052 
    -2      -1396       86.729237             1.100776 
    -1      -1395       86.739619             1.187510 
     0      -1394       86.749992             1.274255 
     1      -1393       86.760358             1.361010 
     2      -1392       86.770715             1.447776 
     3      -1391       86.781063             1.534552 
     4      -1390       86.791404             1.621338 
     5      -1389       86.801736             1.708134 
     6      -1388       86.812060             1.794941 
     7      -1387       86.822375             1.881759 
     8      -1386       86.832682             1.968586 
     9      -1385       86.842981             2.055424 
    10      -1384       86.853271             2.142272 
    11      -1383       86.863553             2.229130 
    12      -1382       86.873827             2.315999 
    13      -1381       86.884093             2.402878 
    14      -1380       86.894350             2.489767 
    15      -1379       86.904599             2.576667 
    16      -1378       86.914839             2.663577 
    17      -1377       86.925071             2.750496 
    18      -1376       86.935295             2.837427 
    19      -1375       86.945511             2.924367 
    20      -1374       86.955718             3.011318 
    21      -1373       86.965917             3.098278 
    22      -1372       86.976107             3.185249 
    23      -1371       86.986289             3.272231 
    24      -1370       86.996463             3.359222 
    25      -1369       87.006629             3.446224 
    26      -1368       87.016786             3.533235 
    27      -1367       87.026935             3.620257 
    28      -1366       87.037076             3.707289 
    29      -1365       87.047208             3.794331 
    30      -1364       87.057332             3.881384 
    31      -1363       87.067447             3.968446 
    32      -1362       87.077555             4.055518 
    33      -1361       87.087654             4.142601 
    34      -1360       87.097744             4.229694 
    35      -1359       87.107827             4.316797 
    36      -1358       87.117900             4.403909 
    37      -1357       87.127966             4.491032 
    38      -1356       87.138023             4.578165 
    39      -1355       87.148073             4.665308 
    40      -1354       87.158113             4.752462 
    41      -1353       87.168146             4.839625 
    42      -1352       87.178170             4.926798 
    43      -1351       87.188185             5.013981 
    44      -1350       87.198193             5.101174 
    45      -1349       87.208192             5.188377 
    46      -1348       87.218183             5.275591 
    47      -1347       87.228165             5.362814 
    48      -1346       87.238139             5.450047 
    49      -1345       87.248105             5.537290 
    50      -1344       87.258062             5.624543 
    51      -1343       87.268011             5.711806 
    52      -1342       87.277952             5.799079 
    53      -1341       87.287885             5.886362 
    54      -1340       87.297809             5.973655 
    55      -1339       87.307725             6.060958 
    56      -1338       87.317632             6.148270 
    57      -1337       87.327531             6.235593 
    58      -1336       87.337422             6.322925 
    59      -1335       87.347305             6.410268 
    60      -1334       87.357179             6.497620 
    61      -1333       87.367045             6.584982 
    62      -1332       87.376902             6.672354 
    63      -1331       87.386751             6.759736 
    64      -1330       87.396592             6.847128 
    65      -1329       87.406425             6.934529 
    66      -1328       87.416249             7.021940 
    67      -1327       87.426065             7.109362 
    68      -1326       87.435873             7.196793 
    69      -1325       87.445672             7.284233 
    70      -1324       87.455463             7.371684 
    71      -1323       87.465246             7.459144 
    72      -1322       87.475020             7.546614 
    73      -1321       87.484786             7.634094 
    74      -1320       87.494543             7.721584 
    75      -1319       87.504293             7.809083 
    76      -1318       87.514034             7.896592 
    77      -1317       87.523766             7.984111 
    78      -1316       87.533491             8.071640 
    79      -1315       87.543207             8.159178 
    80      -1314       87.552915             8.246726 
    81      -1313       87.562614             8.334284 
    82      -1312       87.572305             8.421852 
    83      -1311       87.581988             8.509429 
    84      -1310       87.591662             8.597016 
    85      -1309       87.601328             8.684612 
    86      -1308       87.610986             8.772218 
    87      -1307       87.620635             8.859834 
    88      -1306       87.630276             8.947460 
    89      -1305       87.639909             9.035095 
    90      -1304       87.649534             9.122739 
    91      -1303       87.659150             9.210394 
    92      -1302       87.668758             9.298058 
    93      -1301       87.678357             9.385731 
    94      -1300       87.687948             9.473414 
    95      -1299       87.697531             9.561107 
    96      -1298       87.707106             9.648809 
    97      -1297       87.716672             9.736521 
    98      -1296       87.726230             9.824243 
    99      -1295       87.735779             9.911974 
   100      -1294       87.745320             9.999714 
   101      -1293       87.754853            10.087464 
   102      -1292       87.764378            10.175224 
   103      -1291       87.773894            10.262993 
   104      -1290       87.783402            10.350772 
   105      -1289       87.792902            10.438560 
   106      -1288       87.802393            10.526358 
   107      -1287       87.811876            10.614165 
   108      -1286       87.821350            10.701981 
   109      -1285       87.830817            10.789807 
   110      -1284       87.840275            10.877643 
   111      -1283       87.849724            10.965488 
   112      -1282       87.859165            11.053342 
   113      -1281       87.868598            11.141206 
   114      -1280       87.878023            11.229080 
   115      -1279       87.887439            11.316962 
   116      -1278       87.896847            11.404854 
   117      -1277       87.906247            11.492756 
   118      -1276       87.915639            11.580667 
   119      -1275       87.925022            11.668587 
   120      -1274       87.934396            11.756517 
   121      -1273       87.943763            11.844456 
   122      -1272       87.953121            11.932405 
   123      -1271       87.962470            12.020362 
   124      -1270       87.971812            12.108329 
