The data.txt and guide.txt are CORRECT. 
All planes of the figure were successfully generated. 
The figure were rotated to anpha = beta = 0. 
All segments belong the Figure were identified SUCCESSFULLY. 
All segments belong the Figure were identified SUCCESSFULLY. 
Position      Area(m2)          Volume(m3)
   -33      -1444        0.205442             0.000103 
   -32      -1443        1.091008             0.000751 
   -31      -1442        2.675742             0.002634 
   -30      -1441        4.959643             0.006452 
   -29      -1440        7.942713             0.012903 
   -28      -1439       11.624950             0.022687 
   -27      -1438       16.006355             0.036503 
   -26      -1437       21.086927             0.055049 
   -25      -1436       26.787607             0.078987 
   -24      -1435       32.584933             0.108673 
   -23      -1434       38.382931             0.144157 
   -22      -1433       44.181603             0.185439 
   -21      -1432       49.980947             0.232520 
   -20      -1431       55.780965             0.285401 
   -19      -1430       61.581655             0.344083 
   -18      -1429       67.383019             0.408565 
   -17      -1428       73.185056             0.478849 
   -16      -1427       78.744799             0.554814 
   -15      -1426       83.615119             0.635994 
   -14      -1425       87.786290             0.721695 
   -13      -1424       91.258314             0.811217 
   -12      -1423       94.031190             0.903862 
   -11      -1422       96.104918             0.998930 
   -10      -1421       97.479498             1.095722 
    -9      -1420       98.154930             1.193539 
    -8      -1419       98.232735             1.291733 
    -7      -1418       98.236216             1.389967 
    -6      -1417       98.239697             1.488205 
    -5      -1416       98.243178             1.586447 
    -4      -1415       98.246659             1.684692 
    -3      -1414       98.250140             1.782940 
    -2      -1413       98.253621             1.881192 
    -1      -1412       98.257102             1.979447 
     0      -1411       98.260583             2.077706 
     1      -1410       98.264064             2.175969 
     2      -1409       98.267545             2.274234 
     3      -1408       98.271026             2.372504 
     4      -1407       98.274507             2.470776 
     5      -1406       98.277988             2.569053 
     6      -1405       98.281469             2.667332 
     7      -1404       98.284950             2.765616 
     8      -1403       98.288431             2.863902 
     9      -1402       98.291912             2.962192 
    10      -1401       98.295393             3.060486 
    11      -1400       98.298874             3.158783 
    12      -1399       98.302355             3.257084 
    13      -1398       98.305836             3.355388 
    14      -1397       98.309317             3.453695 
    15      -1396       98.312798             3.552007 
    16      -1395       98.316279             3.650321 
    17      -1394       98.319760             3.748639 
    18      -1393       98.323241             3.846961 
    19      -1392       98.326722             3.945286 
    20      -1391       98.330203             4.043614 
    21      -1390       98.333684             4.141946 
    22      -1389       98.337164             4.240281 
    23      -1388       98.340645             4.338620 
    24      -1387       98.344126             4.436963 
    25      -1386       98.347607             4.535309 
    26      -1385       98.351088             4.633658 
    27      -1384       98.354569             4.732011 
    28      -1383       98.358050             4.830367 
    29      -1382       98.361531             4.928727 
    30      -1381       98.365012             5.027090 
    31      -1380       98.368493             5.125457 
    32      -1379       98.371974             5.223827 
    33      -1378       98.375455             5.322201 
    34      -1377       98.378936             5.420578 
    35      -1376       98.382417             5.518959 
    36      -1375       98.385898             5.617343 
    37      -1374       98.389379             5.715730 
    38      -1373       98.392860             5.814122 
    39      -1372       98.396341             5.912516 
    40      -1371       98.399822             6.010914 
    41      -1370       98.403303             6.109316 
    42      -1369       98.406784             6.207721 
    43      -1368       98.410265             6.306129 
    44      -1367       98.413746             6.404541 
    45      -1366       98.417227             6.502957 
    46      -1365       98.420708             6.601376 
    47      -1364       98.424189             6.699798 
    48      -1363       98.427670             6.798224 
    49      -1362       98.431151             6.896654 
    50      -1361       98.434632             6.995087 
    51      -1360       98.438113             7.093523 
    52      -1359       98.441594             7.191963 
    53      -1358       98.445075             7.290406 
    54      -1357       98.448556             7.388853 
    55      -1356       98.452037             7.487303 
    56      -1355       98.455518             7.585757 
    57      -1354       98.458999             7.684214 
    58      -1353       98.462480             7.782675 
    59      -1352       98.465961             7.881139 
    60      -1351       98.469441             7.979607 
    61      -1350       98.472922             8.078078 
    62      -1349       98.476403             8.176553 
    63      -1348       98.479884             8.275031 
    64      -1347       98.483365             8.373513 
    65      -1346       98.486846             8.471998 
    66      -1345       98.490327             8.570486 
    67      -1344       98.493808             8.668978 
    68      -1343       98.497289             8.767474 
    69      -1342       98.500770             8.865973 
    70      -1341       98.504251             8.964475 
    71      -1340       98.507732             9.062981 
    72      -1339       98.511213             9.161491 
    73      -1338       98.514694             9.260004 
    74      -1337       98.518175             9.358520 
    75      -1336       98.521656             9.457040 
    76      -1335       98.525137             9.555564 
    77      -1334       98.528618             9.654090 
    78      -1333       98.532099             9.752621 
    79      -1332       98.535580             9.851155 
    80      -1331       98.539061             9.949692 
